scenario_run_id,approval_package_id,comparator_type,scenario_family,baseline_validity,assumption_plausibility,numerical_validity,comparator_set_status,governance_compliant,final_validation_status
SR-BL-0B956423BE705304-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-46A2F0023A1595AC-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Baseline,Absenteeism Contingency,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-46A2F0023A1595AC-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Conservative,Absenteeism Contingency,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-46A2F0023A1595AC-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Expected,Absenteeism Contingency,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-46A2F0023A1595AC-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,Higher Intensity,Absenteeism Contingency,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-67782FB8BA6FCCAD-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-67782FB8BA6FCCAD-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-67782FB8BA6FCCAD-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-67782FB8BA6FCCAD-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-CCE9DACA8394BB1B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-CCE9DACA8394BB1B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-CCE9DACA8394BB1B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-CCE9DACA8394BB1B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-30F8F80A983C578F-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-30F8F80A983C578F-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-30F8F80A983C578F-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-30F8F80A983C578F-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-0620D073F955070B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Baseline,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-0620D073F955070B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Conservative,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-0620D073F955070B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Expected,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-0620D073F955070B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Higher Intensity,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-4252681C47EC5144-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Baseline,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-4252681C47EC5144-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Conservative,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-4252681C47EC5144-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Expected,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-4252681C47EC5144-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Higher Intensity,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-019C625F78356E2C-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-019C625F78356E2C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-019C625F78356E2C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-019C625F78356E2C-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-E3193F8E25D0F619-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-E3193F8E25D0F619-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-E3193F8E25D0F619-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-E3193F8E25D0F619-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-AA7C54C98DD1D177-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Baseline,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-AA7C54C98DD1D177-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Conservative,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-AA7C54C98DD1D177-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Expected,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-AA7C54C98DD1D177-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Higher Intensity,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-B2272FE31CB45E17-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-B2272FE31CB45E17-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-B2272FE31CB45E17-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-B2272FE31CB45E17-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-268F888700F2B7A1-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-268F888700F2B7A1-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-268F888700F2B7A1-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-268F888700F2B7A1-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-3928AD8BBDE8B58E-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Baseline,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-3928AD8BBDE8B58E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Conservative,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-3928AD8BBDE8B58E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Expected,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-3928AD8BBDE8B58E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Higher Intensity,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-9657669AA12DB627-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-9657669AA12DB627-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-9657669AA12DB627-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-9657669AA12DB627-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-88FE729827A4AE38-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-88FE729827A4AE38-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-88FE729827A4AE38-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-88FE729827A4AE38-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-8E26EF7B244882DF-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Baseline,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-8E26EF7B244882DF-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Conservative,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-8E26EF7B244882DF-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Expected,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-8E26EF7B244882DF-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Higher Intensity,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-1E068F000624D203-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Baseline,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-1E068F000624D203-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Conservative,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-1E068F000624D203-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Expected,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-1E068F000624D203-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Higher Intensity,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-760E1A37C6F9A678-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Baseline,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-760E1A37C6F9A678-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Conservative,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-760E1A37C6F9A678-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Expected,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-760E1A37C6F9A678-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Higher Intensity,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-091FE53772D8A9F0-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-091FE53772D8A9F0-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-091FE53772D8A9F0-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-091FE53772D8A9F0-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-876AEB93880CED33-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-876AEB93880CED33-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-876AEB93880CED33-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-876AEB93880CED33-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-E29A4281D1F87169-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Baseline,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-E29A4281D1F87169-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Conservative,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-E29A4281D1F87169-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Expected,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-E29A4281D1F87169-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Higher Intensity,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-AC01845DCB390582-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-AC01845DCB390582-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-AC01845DCB390582-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-AC01845DCB390582-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-519EF2A0ED52DA15-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Baseline,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-519EF2A0ED52DA15-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Conservative,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-519EF2A0ED52DA15-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Expected,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-519EF2A0ED52DA15-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Higher Intensity,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-A33F29A16E668071-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-A33F29A16E668071-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-A33F29A16E668071-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-A33F29A16E668071-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-0980E332844918BC-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Baseline,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-0980E332844918BC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Conservative,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-0980E332844918BC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Expected,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-0980E332844918BC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Higher Intensity,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
SR-BL-6397970B7B2B3E14-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Baseline,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Fail,Inconsistent,True,Reject — Unsupported Effect
SR-BL-6397970B7B2B3E14-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Conservative,Staffing Coverage Adjustment,Partial,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision
